,RMS,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,Head_ID
H16,0.051769131301590256,0.04952200948529343,0.04077446782478644,0.04370839596571763,0.047525858252375694,0.048563978742730274,0.042970956964718816,0.06123460727805406,0.05599062388335567,0.05109857818103161,0.04846047545683265,0.04710239945403774,0.04374393587106259,0.048486862860163765,0.04936887152730306,0.04249425043894607,0.04974761298546424,0.047371412533789174,0.03975613165793106,0.044146177323377035,0.046163262011438715,7
H17,0.057959425443444755,0.05073569727657672,0.041989781110025826,0.05037918368448966,0.04110969738553884,0.0534765662578548,0.04578067109298082,0.04754187111040403,0.054792542747249394,0.04219315827979303,0.04173176628343715,0.04526863941261608,0.05324012406320316,0.04122479233749813,0.036152961900573724,0.045872167144265494,0.050711287485913546,0.05410900449362241,0.04581714208731432,0.046054790152412706,0.05385873025078546,7
H18,0.04042120281528261,0.046874628639779516,0.049668504920701295,0.05097067725321981,0.04630953919993426,0.048899772327796596,0.03799657044039155,0.04562718942701586,0.05099254832026005,0.04417235920002672,0.0490199354644829,0.050958719811317416,0.04709061476796009,0.04956946486962129,0.04425885139154507,0.047735125543526435,0.05179793359001351,0.049502636734665414,0.045955590785637004,0.04983663119779783,0.052341503299025004,7
H19,0.039686195704425525,0.05470225570481933,0.047104666189783116,0.05083303981106785,0.05491146891178058,0.04247136865101158,0.0453791813628806,0.04732992078500177,0.04504320713721718,0.057944821102475945,0.04471550593740738,0.04608294209427483,0.049721450669182515,0.04319749844564221,0.046825572220185574,0.05028681250815838,0.0471206578020805,0.04826269268116742,0.04620390547405406,0.04186920149986301,0.05030763530752066,7
H20,0.05496776395979516,0.04620526531701851,0.04717103354587775,0.049428435298796175,0.04062243689164948,0.05468038551578455,0.047062969238925056,0.05429538792050405,0.04286048461298084,0.055315866747772335,0.04983757142278742,0.04874280539938599,0.047212375067065084,0.04498822255920587,0.05200327837481866,0.04677222685050625,0.03788467307940577,0.041245208573726475,0.045271107306388135,0.04757243489892723,0.04586006741867904,7
RMS,0.05278460154565059,0.03844436938866171,0.047402796528674455,0.03895957263032652,0.05041524761431676,0.04628771357664085,0.04872944312416892,0.0428597919452501,0.053104885250717083,0.05185725761721832,0.04953486980641959,0.04612571977509614,0.04951660957865827,0.043537958857825645,0.050900767280069335,0.05510665676192666,0.05200726850748404,0.04343919676703048,0.04844669704333421,0.04105892694536129,0.04947964945516912,8
H1,0.05028316539382524,0.039870167471670645,0.042795442419395764,0.046725782779495,0.046643054041691535,0.04259182367060445,0.04997424979740364,0.049291781173533576,0.04714288435267558,0.04456865662725409,0.05338237890314197,0.05672135136248739,0.04579861485839011,0.04521339100189413,0.05048775150070143,0.046377158197961045,0.047402277483153094,0.051757808567365275,0.039712833087389494,0.054841117298071104,0.048418310011895435,8
H2,0.04633821193473311,0.04785582435068773,0.048103704098582376,0.04060925988496694,0.05607051357781347,0.04848472549818668,0.05047188557543416,0.05310500733991419,0.04359750836695857,0.05062590677315245,0.047009614181360175,0.05255148335661174,0.03903245598941835,0.04780866106475348,0.04546006195876821,0.05041771200415616,0.05060855664575402,0.044986104691311764,0.04496564980052589,0.04775337332950231,0.044143779577408226,8
H3,0.05432405547164098,0.04812722617775813,0.03734017959747532,0.04810021101747395,0.04501133683632826,0.042420900973857555,0.044124981941680894,0.05048668393248729,0.05703315997603088,0.05152603516990308,0.04699862899664128,0.052266686010083566,0.04769658198367166,0.04658640372051932,0.04449302801149842,0.041912574493433524,0.0480276265836329,0.050732874810302725,0.04945713836315345,0.04790270990468767,0.04543097602773916,8
H4,0.05008695006788977,0.04131487833401044,0.0509344070511671,0.042636648438191815,0.043715046378891176,0.04070119113529307,0.044826328772796104,0.05195963271427973,0.04962519587732459,0.05197579287240712,0.04965753453251813,0.04220627448432689,0.04559768532760867,0.04359384472661017,0.05383874459358375,0.04181507885602094,0.05153729118135669,0.05153345788083887,0.056593712783577874,0.045239347046491546,0.05061095694481551,8
H5,0.05924132012186488,0.04433125337514477,0.0404452846760924,0.03907383597691644,0.050639165198707786,0.039061568038219634,0.04543224905560673,0.049263596890005236,0.048037004620078136,0.04920516394462933,0.0482156219492587,0.053588831087350845,0.042872150889549716,0.04406891135649093,0.04364933927423467,0.051237581219294816,0.05159856946908119,0.049332180753982775,0.05308017235216912,0.04191526175868587,0.05571093799263604,8
H6,0.05446213132386428,0.05033717952424937,0.05588866857562805,0.039627346143921716,0.0443776935763545,0.04345176245952258,0.05026603961210054,0.042105049997599286,0.05044740330574078,0.05363679863923547,0.050134131815931064,0.0481132141703223,0.04236804514258793,0.0429697621828678,0.052992142636572016,0.05055777088117937,0.046585056230538636,0.04485301477527048,0.038191041506802484,0.042017933616738216,0.056617813882973086,8
H7,0.040932889627799805,0.0474144685832973,0.05145583370156307,0.041037536718186496,0.047391860372351165,0.05109931020146878,0.046582706940700096,0.061980495692100436,0.03937454409294448,0.05172040049327227,0.045727472708332065,0.050258086524784515,0.0486236559071694,0.043235582476708785,0.04760220499651302,0.03863618602961274,0.04941747934140834,0.047932572846111694,0.04959279004848008,0.05171724458591377,0.04826667811128174,8
H8,0.04713323632858519,0.042523745223646575,0.043247844256498316,0.05229197547705973,0.05361361276299117,0.04534765295007324,0.0466545165055201,0.04242373643688066,0.052218933990543705,0.049635740413182874,0.05638996450518184,0.04253542069766018,0.044717667732664564,0.047527764543034874,0.04954188227989579,0.0454495400638672,0.04255823424952843,0.050719488110148876,0.04991307542383487,0.04237430035059067,0.05318166769861098,8
H9,0.05361831341121283,0.048341985914262045,0.048078283715610126,0.050414386664313346,0.04375913976484122,0.04784056667750939,0.03846052737867094,0.052066220078947574,0.040801607684974595,0.05543509016732171,0.046148238791588185,0.04669812942476293,0.04479503987937059,0.04634284538768361,0.05496650179653206,0.037191860786129835,0.05419384523947342,0.049336943182223,0.0422738479099671,0.04283431645311439,0.0564023096914912,8
H10,0.04275083039018144,0.04187145192727577,0.05265023814578713,0.04860831443330494,0.042783253380660954,0.048019241975107235,0.04240914568755232,0.052458451032443294,0.05225190784757197,0.0495578129972424,0.04872076930672159,0.056039574015691554,0.04698873726147368,0.04175218958110351,0.04915048423851562,0.057889962625239315,0.04245579250427688,0.045322021076456706,0.048988418416682916,0.04673759264860065,0.042593810508110216,8
H11,0.052264539972781215,0.058917397213953865,0.047643465693868355,0.04267979036036202,0.04001427602222443,0.04793902743272064,0.052170650083901,0.048991612899829895,0.046706902524157795,0.04404470665072157,0.041884506288643375,0.050785327094139125,0.05118822400246696,0.04002720567638869,0.05476855642003562,0.04947856104683717,0.053736464283789316,0.04085052073242421,0.04075383427748693,0.04602733285489329,0.049127098468374535,8
H12,0.05637694133449169,0.0505534929710336,0.04597767825297874,0.04251203576288368,0.053272710839108554,0.042774990960465144,0.05543831751141908,0.04578633508742152,0.055228678603509704,0.05041643836987235,0.04646617377054662,0.044722848083724814,0.04552826597491362,0.049168630085819925,0.047471987519569527,0.0443912780674446,0.046333303936299225,0.04747873155342961,0.038074727490702294,0.04931562473124421,0.042710809093121596,8
H13,0.04305028229641163,0.04081165057146269,0.04037911834904137,0.04218890527370579,0.04500618536218994,0.058734538406829476,0.04583802839912572,0.04917950832144914,0.05028717966740629,0.04895044927621545,0.047940357322213335,0.042870015930963956,0.05585699609149852,0.057882881985319205,0.040830777975576285,0.04361055331137873,0.04697995372999784,0.04387076921944595,0.05082043736054604,0.044919626198420805,0.05999178495080187,8
H14,0.051815874882055954,0.04698832238043787,0.050975255775672135,0.05137911414136286,0.043477647653282894,0.0423945570837178,0.04636088064485629,0.0501393094518311,0.046644160735133,0.039288900916731755,0.04245137330655959,0.045660994500413526,0.04565326593203216,0.056030485439671554,0.040046565460500165,0.04838552176901878,0.05338623913294409,0.05773056074889372,0.04417689723598168,0.04831705737407761,0.04869701543482565,8
H15,0.048560618591976426,0.04715217757995377,0.049742626978240854,0.03696753532031196,0.05098195064873859,0.04822523841552216,0.0465728252806952,0.058437098229095624,0.04451255616351904,0.04573926472297527,0.05811478127612928,0.04381860863091293,0.045071638199566416,0.04692554374253467,0.05179730704896057,0.04862048591443424,0.041846249595270335,0.045152599633656296,0.04481438891125129,0.04725425050667316,0.04969225460958189,8
H16,0.04760886786771516,0.03822911096884636,0.05078456992414637,0.04682678426823292,0.05243905681754189,0.0477327765229269,0.050974767929291766,0.047839564157650095,0.05223856648568405,0.04810679963340887,0.04521400768642279,0.05730809799976746,0.04990405092213705,0.04835515865158227,0.040187983232965026,0.040139773728419335,0.04701515592663422,0.04632818799441061,0.04293924508224835,0.04630716672544178,0.053520307474526865,8
H17,0.05094222510765726,0.042395874209273675,0.04699311113535787,0.04384476178098395,0.045712962931789385,0.0455946477410004,0.045303638249985255,0.04191477394489972,0.046917297962347,0.044929344715409804,0.03545297012950079,0.05834940167114881,0.05298606039350396,0.045765101724921944,0.04760957074356638,0.042266147382722094,0.0563016695859981,0.05744803336367403,0.04827053219154894,0.052641509710267154,0.048360365324443585,8
H18,0.04327620054418543,0.047469768219583305,0.05012240849555322,0.047267389354563115,0.04839565606795444,0.04901544394613653,0.04906704052483289,0.04972467236732436,0.04448779492196969,0.046042909267880315,0.04350243703011446,0.05454668506808004,0.04007331664877325,0.05551395447373455,0.05682124721702937,0.04799310371961072,0.038128486426288015,0.04771015797052453,0.04914902310696749,0.044710821533113836,0.04698148309578062,8
H19,0.05505653708088538,0.05049295393594931,0.043072497003594425,0.04026896879808167,0.0457247328871166,0.04624694493700772,0.049648143747352394,0.04478214061882481,0.049724165476893824,0.057331859894564574,0.05125899867665016,0.04701808117414411,0.0463873149515224,0.04558933332645453,0.05316526000076345,0.04437204880142314,0.04745886591831502,0.04748723197988355,0.04493255847386659,0.041185840887426425,0.04879552142927967,8
H20,0.047280263930761096,0.05000972064854826,0.04509779355483772,0.053746335204479,0.04357641111348619,0.05645237605115461,0.039942051913859536,0.04968337444926086,0.04988580138137014,0.04393176548455946,0.04963184908677174,0.05406273975926482,0.03811132448799056,0.05002224634156151,0.03707215951510434,0.04319077247019764,0.055986466341240174,0.04488102722546729,0.04230077283087581,0.04663725007562183,0.05849749813358751,8
